Class	Order	Family	Genus/Species	Common Name	 	
Aves	Falconiformes	Accipitridae	Buteo jamaicensis	Red-tailed hawk, Gaviln colirrojo, Aguililla cola roja	 	
Aves	Falconiformes	Accipitridae	Buteo magnirostris	Roadside hawk, GavilÃ¡n caminero		
Aves	Falconiformes	Accipitridae	Buteo platypterus	Broad-winged hawk, Aguililla ala ancha	 	
Aves	Falconiformes	Accipitridae	Buteo swainsoni	Swainson's hawk, Gaviln de swainson	 	
Aves	Falconiformes	Accipitridae	Buteogallus anthracinus	Common black-hawk, Aguililla-negra menor		
Aves	Falconiformes	Accipitridae	Buteogallus meridionalis	Savanna hawk, Gaviln sabanero	 	
Aves	Falconiformes	Accipitridae	Buteogallus urubitinga	Great black-hawk, Gaviln-negro mayor, Aguililla-negra mayor	 	
Aves	Falconiformes	Accipitridae	Chondrohierax uncinatus	Hook-billed kite, Elanio piquiganchudo, GavilÃ¡n pico gancho	 	
Aves	Falconiformes	Accipitridae	Circus cyaneus	Northern harrier, Aguilucho norteo	 	
Aves	Falconiformes	Accipitridae	Gampsonyx swainsonii	Pearl kite, Elanio chico	 	
Aves	Falconiformes	Accipitridae	Harpagus bidentatus	Double-toothed kite, Elanio bidentado, Gaviln bidentado	 	
Aves	Falconiformes	Accipitridae	Harpia harpyja	Harpy eagle, Aguila Harpia	 	
Aves	Falconiformes	Accipitridae	Ictinia mississippiensis	Mississippi kite, Elanio migratorio, Milano de misisipi	 	
Aves	Falconiformes	Accipitridae	Ictinia plumbea	Plumbeous kite, Elanio plomizo, Milano plomizo		
Aves	Falconiformes	Accipitridae	Leptodon cayanensis	Gray-headed kite, Elanio cabecigris	 	
Aves	Falconiformes	Accipitridae	Leucopternis albicollis	White hawk, Gavilan blanco, Aguililla blanca	 	
Aves	Falconiformes	Accipitridae	Leucopternis princeps	Barred hawk, Gaviln barreteado	 	
Aves	Falconiformes	Accipitridae	Leucopternis semiplumbeus	Semiplumbeous hawk, Gaviln dorsiplomizo	 	
Aves	Falconiformes	Accipitridae	Parabuteo unicinctus	Harris's hawk, Gaviln alicastao, Aguililla rojinegra	 	
Aves	Falconiformes	Accipitridae	Spizaetus tyrannus	Black hawk-eagle, Aguilillo negro	 	
Aves	Falconiformes	Accipitridae	Spizastur melanoleucus	Black-and-white hawk-eagle, Aguilillo blanco y negro	 	
Aves	Falconiformes	Cathartidae	Cathartes aura	Turkey vulture, Gallinazo cabecirrojo		
Aves	Falconiformes	Cathartidae	Coragyps atratus	Black vulture, Gallinazo negro		
Aves	Falconiformes	Cathartidae	Sarcoramphus papa	King vulture, Gallinazo rey, Zopilote rey	 	
Aves	Falconiformes	Falconidae	Falco columbarius	Merlin	 	
Aves	Falconiformes	Falconidae	Falco peregrinus	Peregrine falcon, Halcon peregrino	 	
Aves	Falconiformes	Falconidae	Falco rufigularis	Bat falcon, HalcÃ³n murcielaguero, HalcÃ³n plomizo	 	
Aves	Falconiformes	Falconidae	Falco sparverius	American kestrel, CernÃ­calo americano, Halconcito colorado	 	
Aves	Falconiformes	Falconidae	Herpetotheres cachinnans	Laughing falcon, Halcon reidor	 	
Aves	Falconiformes	Falconidae	Ibycter americanus	Red-throated caracara, Caracara avispera	 	
Aves	Falconiformes	Falconidae	Micrastur semitorquatus	Collared forest-falcon, Halcon-monts collarejo	 	
Aves	Falconiformes	Pandionidae	Morphnus guianensis	Crested eagle, Ã¡guila crestada	 	
Aves	Falconiformes	Pandionidae	Pandion haliaetus	Osprey	 	
Aves	Galbuliformes	Bucconidae	Malacoptila panamensis	White-whiskered puffbird, Buco bigotiblanco	 	
Aves	Galbuliformes	Bucconidae	Monasa morphoeus	White-fronted nunbird, Monja frentiblanca	 	
Aves	Galbuliformes	Bucconidae	Notharchus macrorhynchos	White-necked puffbird, Buco cuelliblanco, Buco de collar	 	
Aves	Galbuliformes	Bucconidae	Notharchus tectus	Pied puffbird, Buco pinto	 	
Aves	Galbuliformes	Galbulidae	Galbula ruficauda	Rufous-tailed jacamar, Jacamar cola rufa	 	
Aves	Galbuliformes	Galbulidae	Jacamerops aureus	Great jacamar, Jacamar grande	 	
Aves	Galliformes	Cracidae	Chamaepetes unicolor	Black guan, Pava negra	 	
Aves	Galliformes	Cracidae	Crax rubra	Great curassow, Hoco faisÃ¡n	 	
Aves	Galliformes	Cracidae	Ortalis cinereiceps	Gray-headed chachalaca, Chachalaca cabecigris	 	
Aves	Galliformes	Cracidae	Penelope purpurascens	Crested guan, Pava crestada	 	
Aves	Galliformes	Odontophoridae	Odontophorus leucolaemus	Black-breasted wood-quail, Codorniz pechinegra	 	
Aves	Galliformes	Odontophoridae	Odontophorus melanotis	Black-eared wood-quail, Codorniz orejinegra	 	
Aves	Galliformes	Odontophoridae	Rhynchortyx cinctus	Tawny-faced quail, Codorniz carirrufa	 	
Aves	Galliformes	Phasianidae	Gallus gallus	Chicken, Red Junglefowl, Gallina	 	
Aves	Gruiformes	Aramidae	Aramus guarauna	Limpkin, Carrao	 	
Aves	Gruiformes	Eurypygidae	Eurypyga helias	Sunbittern, Garza del sol	 	
Aves	Gruiformes	Heliornithidae	Heliornis fulica	Sungrebe, PunpÃºn	 	
Aves	Gruiformes	Rallidae	Amaurolimnas concolor	Uniform crake	 	
Aves	Gruiformes	Rallidae	Aramides axillaris	Rufous-necked wood-rail	 	
Aves	Gruiformes	Rallidae	Aramides cajanea	Gray-necked wood-rail, RascÃ³n cuello gris	 	
Aves	Gruiformes	Rallidae	Fulica americana	American coot, Gallareta americana	 	
Aves	Gruiformes	Rallidae	Gallinula chloropus	Common moorhen, Gallineta frente roja	 	
Aves	Gruiformes	Rallidae	Laterallus albigularis	White-throated crake, Polluela gargantiblanca	 	
Aves	Gruiformes	Rallidae	Neocrex erythrops	Paint-billed crake, Polluela piquirroja	 	
Aves	Gruiformes	Rallidae	Porzana carolina	Sora, Polluela nortea	 	
Aves	Gruiformes	Rallidae	Porzana flaviventer	Yellow-breasted crake, Polluela pecho amarillo	 	
Aves	Gruiformes	Rallidae	Rallus longirostris	Cclapper rail	 	
Aves	Passeriformes	Bombycillidae	Bombycilla cedrorum	Cedar waxwing, Ampelis americano	 	
Aves	Passeriformes	Bombycillidae	Phainoptila melanoxantha	Black-and-yellow silky-flycatcher, Capulinero negro y amarillo	 	
Aves	Passeriformes	Cardinalidae	Caryothraustes poliogaster	Black-faced grosbeak, Picogrueso carinegro, Picogordo cara negra	 	
Aves	Passeriformes	Cardinalidae	Cyanocompsa cyanoides	Blue-black grosbeak, Picogrueso negriazulado	 	
Aves	Passeriformes	Cardinalidae	Passerina caerulea	Blue grosbeak, Picogrueso azul	 	
Aves	Passeriformes	Cardinalidae	Passerina ciris	Painted bunting, Azulillo siete colores	 	
Aves	Passeriformes	Cardinalidae	Passerina cyanea	Indigo bunting, Azulillo indigo	 	
Aves	Passeriformes	Cardinalidae	Pheucticus ludovicianus	Rose-breasted grosbeak, Picogrueso pechirrosado	 	
Aves	Passeriformes	Cardinalidae	Pheucticus tibialis	Black-thighed grosbeak, Picogrueso muslinegro	 	
Aves	Passeriformes	Cardinalidae	Saltator atriceps	Black-headed saltator, Saltador cabecinegro	 	
Aves	Passeriformes	Cardinalidae	Saltator grossus	Slate-colored grosbeak, Picogrueso piquirrojo	 	
Aves	Passeriformes	Cardinalidae	Saltator maximus	Buff-throated saltator, Saltador gorguianteado		
Aves	Passeriformes	Cardinalidae	Spiza americana	Dickcissel, Sabanero americano	 	
Aves	Passeriformes	Coerebidae	Coereba flaveola	Bananaquit, Reinita-mielera	 	
Aves	Passeriformes	Columbidae	Claravis pretiosa	Blue ground-dove, Tortolita azul	 	
Aves	Passeriformes	Columbidae	Columbina passerina		 	
Aves	Passeriformes	Columbidae	Columbina talpacoti	Ruddy ground-dove, Tortolita rojiza	 	
Aves	Passeriformes	Columbidae	Geotrygon costaricensis	Buff-fronted quail-dove, Paloma-perdiz costarricense	 	
Aves	Passeriformes	Columbidae	Geotrygon lawrencii	Purplish-backed quail-dove, Paloma-perdiz sombra	 	
Aves	Passeriformes	Columbidae	Geotrygon montana	Ruddy quail-dove, paloma-perdiz rojiza	 	
Aves	Passeriformes	Columbidae	Geotrygon veraguensis	Olive-backed quail-dove, Paloma-perdiz bigotiblanca	 	
Aves	Passeriformes	Columbidae	Pataegioenas cayennensis	Pale-vented pigeon, Paloma colorada	 	
Aves	Passeriformes	Columbidae	Patagioenas leucocephala	White-crowned pigeon, paloma coroniblanca	 	
Aves	Passeriformes	Columbidae	Patagioenas nigrirostris	Short-billed pigeon, Paloma piquicorta	 	
Aves	Passeriformes	Columbidae	Patagioenas speciosa	Scaled pigeon, Paloma escamosa	 	
Aves	Passeriformes	Columbidae	Zenaida macroura	Mourning dove, Paloma huilota	 	
Aves	Passeriformes	Corvidae	Cyanocorax affinis	Black-chested Jay, Urraca pechinegra	 	
Aves	Passeriformes	Corvidae	Cyanocorax morio	Brown jay, Urraca parda	 	
Aves	Passeriformes	Corvidae	Cyanolyca cucullata	Azure-hooded jay, Urraca capuchiceleste	 	
Aves	Passeriformes	Cotingidae	Carpodectes nitidus	Snowy cotinga, Cotinga nivosa	 	
Aves	Passeriformes	Cotingidae	Cephalopterus glabricollis	Bare-necked umbrellabird, Ave-sombrilla cuellinuda	 	
Aves	Passeriformes	Cotingidae	Cotinga amabilis	Lovely cotinga, Cotinga linda, Cotinga azuleja	 	
Aves	Passeriformes	Cotingidae	Laniocera rufescens	Speckled mourner, Plaidera moteada	 	
Aves	Passeriformes	Cotingidae	Lipaugus unirufus	Rufous piha, Piha rojiza	 	
Aves	Passeriformes	Cotingidae	Pachyramphus cinnamomeus	Cinnamon becard, cabezon canelo	 	
Aves	Passeriformes	Cotingidae	Pachyramphus polychopterus	White-winged becard, Cabezon aliblanco	 	
Aves	Passeriformes	Cotingidae	Procnias tricarunculata	Three-wattled bellbird, Campanero tricarunculado		
Aves	Passeriformes	Cotingidae	Querula purpurata	Purple-throated fruitcrow	 	
Aves	Passeriformes	Cotingidae	Tityra semifasciata	Masked tityra, Titira enmascarada		
Aves	Passeriformes	Dendrocolaptidae	Campylorhamphus pusillus	Brown-billed scythebill, Picoguadaa piquipardo	 	
Aves	Passeriformes	Dendrocolaptidae	Cymbilaimus lineatus	Fasciated antshrike, batar lineado	 	
Aves	Passeriformes	Dendrocolaptidae	Deconychura longicauda	Long-tailed woodcreeper, Trepatroncos colilargo	 	
Aves	Passeriformes	Dendrocolaptidae	Dendrocincla fuliginosa	Plain-brown woodcreeper, Trepatroncos pardo	 	
Aves	Passeriformes	Dendrocolaptidae	Dendrocincla homochroa	Ruddy woodcreeper, Trepatroncos rojizo	 	
Aves	Passeriformes	Dendrocolaptidae	Dendrocolaptes sanctithomae	Northern barred-woodcreeper, Trepatroncos barreteado norteo	 	
Aves	Passeriformes	Dendrocolaptidae	Lepidocolaptes souleyetii	Streak-headed woodcreeper, Trepatroncos cabecirrayado, Trepatroncos corona rayada	 	
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus erythropygius	Spotted woodcreeper, Trepatroncos manchado	 	
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus lachrymosus	Black-striped woodcreeper, Trepatroncos pinto	 	
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus susurrans	Cocoa woodcreeper, Trepatroncos chocolate	 	
Aves	Passeriformes	Emberizidae	Ammodramus savannarum	Grasshopper sparrow, Gorrin saltamontes	 	
Aves	Passeriformes	Emberizidae	Arremon aurantiirostris	Orange-billed sparrow, Gorrin piquinaranja	 	
Aves	Passeriformes	Emberizidae	Arremonops conirostris	Black-striped sparrow, Gorrin negrilistado	 	
Aves	Passeriformes	Emberizidae	Buarremon brunneinucha	Chestnut-capped brush-finch, Matorralero gorricastao	 	
Aves	Passeriformes	Emberizidae	Lysurus crassirostris	Sooty-faced finch, Pinzon carisucio	 	
Aves	Passeriformes	Emberizidae	Melospiza lincolnii	Lincoln's sparrow, Gorrin de lincoln	 	
Aves	Passeriformes	Emberizidae	Oryzoborus angolensis	Lesser seed-finch, Semillero menor		
Aves	Passeriformes	Emberizidae	Oryzoborus nuttingi	Nicaraguan seed-finch, Semillero nicaragense	 	
Aves	Passeriformes	Emberizidae	Pezopetes capitalis	Large-footed finch, Pinzon patigrande	 	
Aves	Passeriformes	Emberizidae	Sporophila americana	Variable seedeater, Wing-barred seedeater, Espiguero variable		
Aves	Passeriformes	Emberizidae	Sporophila schistacea	Slate-colored seedeater, Espiguero pizarroso, Semillero apizarrado	 	
Aves	Passeriformes	Emberizidae	Sporophila torqueola	White-collared seedeater, Espiguero cuelliblanco, Semillero de collar		
Aves	Passeriformes	Emberizidae	Volatinia jacarina	Blue-black grassquit, Semillerito negriazulado, Semillero brincador	 	
Aves	Passeriformes	Formicariidae	Formicarius analis	Black-faced antthrush, Formicario carinegro, Hormiguero-cholino cara negra	 	
Aves	Passeriformes	Formicariidae	Formicarius nigricapillus	Black-headed antthrush, Formicario cabecinegro	 	
Aves	Passeriformes	Formicariidae	Grallaria guatimalensis	Scaled antpitta, Tororoi escamado, Hormiguero-cholino escamoso	 	
Aves	Passeriformes	Formicariidae	Grallaricula flavirostris	Ochre-breasted antpitta, Tororoi ocrceo	 	
Aves	Passeriformes	Formicariidae	Hylopezus dives	Thicket antpitta, Tororoi matorralero	 	
Aves	Passeriformes	Formicariidae	Pittasoma michleri	Black-crowned antpitta, Pittasoma coroninegro	 	
Aves	Passeriformes	Fringillidae	Basileuterus tristriatus	Three-striped warbler, Reinita cabecilistada	 	
Aves	Passeriformes	Fringillidae	Dendroica castanea	Bay-breasted warbler, Reinita pechicasta	 	
Aves	Passeriformes	Fringillidae	Dendroica cerulea	Cerulean warbler, Reinita cerlea, Chipe cerleo	 	
Aves	Passeriformes	Fringillidae	Dendroica coronata	Yellow-rumped warbler, Reinita lomiamarilla, Chipe coronado	 	
Aves	Passeriformes	Fringillidae	Dendroica dominica	Yellow-throated warbler, Reinita gorguiamarilla	 	
Aves	Passeriformes	Fringillidae	Dendroica fusca	Blackburnian warbler, Reinita gorguinaranja, Chipe garganta naranja	 	
Aves	Passeriformes	Fringillidae	Dendroica magnolia	Magnolia warbler, Reinita colifajeada, Chipe de magnolia	 	
Aves	Passeriformes	Fringillidae	Dendroica pensylvanica	Chestnut-sided warbler, Reinita flanquicastaa	 	
Aves	Passeriformes	Fringillidae	Dendroica petechia	Yellow warbler, Reinita amarilla	 	
Aves	Passeriformes	Fringillidae	Dendroica striata	Blackpoll warbler, Reinita estriada	 	
Aves	Passeriformes	Fringillidae	Dendroica tigrina	Cape may warbler, Reinita tigrina, Chipe atigrado	 	
Aves	Passeriformes	Fringillidae	Euphonia anneae	Tawny-capped euphonia, Eufonia gorricanela	 	
Aves	Passeriformes	Fringillidae	Euphonia gouldi	Olive-backed euphonia, Eufonia dorsioliva	 	
Aves	Passeriformes	Fringillidae	Euphonia luteicapilla	Yellow-crowned euphonia, Eufonia coroniamarilla	 	
Aves	Passeriformes	Fringillidae	Euphonia minuta	White-vented euphonia, Eufonia ventriblanca		
Aves	Passeriformes	Fringillidae	Icterus dominicensis	Black-cowled oriole, Cacique amarillo,		
Aves	Passeriformes	Furnariidae	Automolus ochrolaemus	Buff-throated foliage-gleaner, Hojarasquero gorguiplido	 	
Aves	Passeriformes	Furnariidae	Cranioleuca erythrops	Red-faced spinetail, Colaespina carirroja	 	
Aves	Passeriformes	Furnariidae	Glyphorynchus spirurus	Wedge-billed woodcreeper	 	
Aves	Passeriformes	Furnariidae	Hyloctistes subulatus	Striped woodhaunter, Eastern woodhaunter, Trepamusgo listado	 	
Aves	Passeriformes	Furnariidae	Philydor rufum	Buff-fronted foliage-gleaner, Hojarasquero anteado	 	
Aves	Passeriformes	Furnariidae	Premnoplex brunnescens	Spotted barbtail, Subepalo moteado	 	
Aves	Passeriformes	Furnariidae	Pseudocolaptes lawrencii	Buffy tuftedcheek, Trepamusgo serranero	 	
Aves	Passeriformes	Furnariidae	Sclerurus guatemalensis	Scaly-throated leaftosser, Tirahojas gorguiescamoso, Hojarasquero oscuro	 	
Aves	Passeriformes	Furnariidae	Sclerurus mexicanus	Tawny-throated leaftosser, Tirahojas gorguicastao, Hojarasquero pecho rufo	 	
Aves	Passeriformes	Furnariidae	Synallaxis brachyura	Slaty spinetail, Colaespina plomiza	 	
Aves	Passeriformes	Furnariidae	Thripadectes rufobrunneus	Streak-breasted treehunter, Trepamusgo pechirrayado	 	
Aves	Passeriformes	Furnariidae	Xenops minutus	Plain xenops, Xenops bayo, Picolezna liso	 	
Aves	Passeriformes	Hirundinidae	Hirundo rustica	Barn swallow, Golondrina tijereta	 	
Aves	Passeriformes	Hirundinidae	Petrochelidon pyrrhonota	Cliff swallow, Golondrina risquera	 	
Aves	Passeriformes	Hirundinidae	Progne chalybea	Gray-breasted martin, Martin pechigris, Golondrina acerada	 	
Aves	Passeriformes	Hirundinidae	Progne subis	Purple martin, martin purpreogolondrina	 	
Aves	Passeriformes	Hirundinidae	Progne tapera	Brown-chested martin, Martin pechipardogolondrina		
Aves	Passeriformes	Hirundinidae	Stelgidopteryx ruficollis	Southern rough-winged Swallow, Golondrina alirrasposa surea	 	
Aves	Passeriformes	Hirundinidae	Stelgidopteryx serripennis	Northern rough-winged Swallow, Golondrina alirrasposa nortea	 	
Aves	Passeriformes	Hirundinidae	Tachycineta albilinea	Mangrove Swallow, Golondrina manglera	 	
Aves	Passeriformes	Hirundinidae	Tachycineta bicolor	Tree swallow, Golondrina bicolor	 	
Aves	Passeriformes	Icteridae	Amblycercus holosericeus	Yellow-billed Cacique, Cacique piquiamarillo, Cacique pico claro	 	
Aves	Passeriformes	Icteridae	Cacicus uropygialis	Scarlet-rumped cacique, Cacique lomiescarlata	 	
Aves	Passeriformes	Icteridae	Dolichonyx oryzivorus	Bobolink, Tordo arrocero	 	
Aves	Passeriformes	Icteridae	Icterus galbula	Baltimore Oriole, Northern Oriole, Bolsero de baltimore	 	
Aves	Passeriformes	Icteridae	Icterus mesomelas	Yellow-tailed oriole, Bolsero coliamarillo	 	
Aves	Passeriformes	Icteridae	Icterus prosthemelas	Black-cowled oriole, Bolsero capuchinegro	 	
Aves	Passeriformes	Icteridae	Icterus spurius	Orchard oriole, Bolsero castao	 	
Aves	Passeriformes	Icteridae	Molothrus aeneus	Bronzed cowbird, Vaquero ojirrojo, Tordo ojo rojo		
Aves	Passeriformes	Icteridae	Molothrus oryzivorus	Giant cowbird, Vaquero gigante	 	
Aves	Passeriformes	Icteridae	Psarocolius montezuma	Montezuma Oropendola, Oropndola de montezuma		
Aves	Passeriformes	Icteridae	Psarocolius wagleri	Chestnut-headed Oropendola, Oropendola cabecicastaa	 	
Aves	Passeriformes	Icteridae	Quiscalus mexicanus	Great-tailed grackle, Negro coligrande		
Aves	Passeriformes	Icteridae	Sturnella militaris	Red-breasted blackbird, Pastorero pechirrojo		
Aves	Passeriformes	Mimidae	Dumetella carolinensis	Gray catbird, Mimido gris, Maullador gris	 	
Aves	Passeriformes	Parulidae	Geothlypis semiflava	Olive-crowned yellowthroat, Antefacito coronioliva	 	
Aves	Passeriformes	Parulidae	Geothlypis trichas	Common yellowthroat, Antefacito comn, Mascarita comÃºn	 	
Aves	Passeriformes	Parulidae	Helmitheros vermivorum	Worm-eating warbler, Reinita gusanera	 	
Aves	Passeriformes	Parulidae	Icteria virens	Yellow-breasted chat, Reinita piquigruesa	 	
Aves	Passeriformes	Parulidae	Mniotilta varia	Black-and-white warbler, Reinita trepadora	 	
Aves	Passeriformes	Parulidae	Myioborus torquatus	Collared redstart, Candelita collareja	 	
Aves	Passeriformes	Parulidae	Oporornis agilis	Connecticut warbler, Reinita ojianillada	 	
Aves	Passeriformes	Parulidae	Oporornis formosus	Kentucky Warbler, Reinita cachetinegra	 	
Aves	Passeriformes	Parulidae	Oporornis philadelphia	Mourning warbler, Reinita enlutada, Chipe enlutado	 	
Aves	Passeriformes	Parulidae	Protonotaria citrea	Prothonotary warbler, Reinita protonotaria, Chipe dorado	 	
Aves	Passeriformes	Parulidae	Seiurus aurocapillus	Ovenbird, Reinita hornera	 	
Aves	Passeriformes	Parulidae	Seiurus motacilla	Louisiana waterthrush, Reinita-acutica piquigrande	 	
Aves	Passeriformes	Parulidae	Seiurus noveboracensis	Northern waterthrush, Reinita-acutica norteÃ±a	 	
Aves	Passeriformes	Parulidae	Setophaga ruticilla	American redstart, Candelita nortea	 	
Aves	Passeriformes	Parulidae	Vermivora chrysoptera	Golden-winged warbler, Reinita alidorada	 	
Aves	Passeriformes	Parulidae	Vermivora peregrina	Tennessee warbler, Reinita verdilla, Chipe peregrino	 	
Aves	Passeriformes	Parulidae	Vermivora pinus	Blue-winged warbler, Reinita aliazul	 	
Aves	Passeriformes	Parulidae	Wilsonia canadensis	Canada warbler, Reinita collareja	 	
Aves	Passeriformes	Parulidae	Wilsonia citrina	Hooded warbler, Reinita encapuchada	 	
Aves	Passeriformes	Passeridae	Passer domesticus	House Sparrow, Gorrin domestico	 	
Aves	Passeriformes	Pipridae	Corapipo altera	White-ruffed Manakin, Saltarn gorguiblanco	 	
Aves	Passeriformes	Pipridae	Manacus aurantiacus	Orange-collared manakin, Saltarin cuellinaranja	 	
Aves	Passeriformes	Pipridae	Manacus candei	White-collared Manakin, Saltarin cuelliblanco	 	
Aves	Passeriformes	Pipridae	Manacus vitellinus	Golden-collared Manakin, SaltarÃ­n cuellidorado	 	
Aves	Passeriformes	Pipridae	Pipra mentalis	Red-capped Manakin, Saltarin cabecirrojo	 	
Aves	Passeriformes	Pipridae	Schiffornis turdina	Thrush-like schiffornis Schiffornis comÃºn	 	
Aves	Passeriformes	Polioptilidae	Microbates cinereiventris	Tawny-faced Gnatwren	 	
Aves	Passeriformes	Polioptilidae	Polioptila plumbea	Tropical Gnatcatcher, Perlita tropical	 	
Aves	Passeriformes	Polioptilidae	Ramphocaenus melanurus	Long-billed Gnatwren, Soterillo piquilargo	 	
Aves	Passeriformes	Thamnophilidae	Cercomacra tyrannina	Dusky Antbird, Hormiguero negruzco	 	
Aves	Passeriformes	Thamnophilidae	Dysithamnus mentalis	Plain Antvireo, Batarito cabecigris, Hormiguero sencillo	 	
Aves	Passeriformes	Thamnophilidae	Dysithamnus puncticeps	Spot-crowned Antvireo, Batarito coronipunteado	 	
Aves	Passeriformes	Thamnophilidae	Gymnocichla nudiceps	Bare-crowned Antbird, Hormiguero calvo	 	
Aves	Passeriformes	Thamnophilidae	Gymnopithys leucaspis	Bicolored Antbird, Hormiguero bicolor	 	
Aves	Passeriformes	Thamnophilidae	Hylophylax naevioides	Spotted Antbird, Hormiguero collarejo	 	
Aves	Passeriformes	Thamnophilidae	Microrhopias quixensis	Dot-winged Antwren, Hormiguerito alipunteado	 	
Aves	Passeriformes	Thamnophilidae	Myrmeciza exsul	Chestnut-backed Antbird, Hormiguero dorsicastao	 	
Aves	Passeriformes	Thamnophilidae	Myrmeciza immaculata	Immaculate Antbird, Hormiguero inmaculado	 	
Aves	Passeriformes	Thamnophilidae	Myrmotherula axillaris	White-flanked Antwren, Hormiguerito flanquiblanco	 	
Aves	Passeriformes	Thamnophilidae	Myrmotherula fulviventris	Checker-throated Antwren, Hormiguerito leonado	 	
Aves	Passeriformes	Thamnophilidae	Myrmotherula pacifica	Pacific Antwren, Hormiguerito del pacfico	 	
Aves	Passeriformes	Thamnophilidae	Myrmotherula schisticolor	Slaty Antwren, Hormiguerito pizarroso	 	
Aves	Passeriformes	Thamnophilidae	Phaenostictus mcleannani	Ocellated Antbird, Hormiguero ocelado	 	
Aves	Passeriformes	Thamnophilidae	Taraba major	Great Antshrike, Batar mayor	 	
Aves	Passeriformes	Thamnophilidae	Thamnophilus atrinucha	Western slaty-Antshrike, Western slaty-Antshrike, Batar pizarroso occidental	 	
Aves	Passeriformes	Thraupidae	Chlorophanes spiza	Green Honeycreeper, Mielero verde	 	
Aves	Passeriformes	Thraupidae	Chlorospingus ophthalmicus	Common bush-Tanager, Chinchinero comun	 	
Aves	Passeriformes	Thraupidae	Chlorothraupis carmioli	Olive tanager, Tangara oliva	 	
Aves	Passeriformes	Thraupidae	Cyanerpes lucidus	Shining Honeycreeper, Mielero luciente	 	
Aves	Passeriformes	Thraupidae	Dacnis cayana	Blue Dacnis, Dacnis azul	 	
Aves	Passeriformes	Thraupidae	Habia fuscicauda	Red-throated Ant-Tanager, Tangara-hormiguera gorguirroja	 	
Aves	Passeriformes	Thraupidae	Heterospingus rubrifrons	Sulphur-rumped Tanager, Tangara lomiazufrada	 	
Aves	Passeriformes	Thraupidae	Mitrospingus cassinii	Dusky-faced Tanager, Tangara carinegruzca	 	
Aves	Passeriformes	Thraupidae	Piranga olivacea	Scarlet tanager, Tangara escarlata	 	
Aves	Passeriformes	Thraupidae	Piranga rubra	Summer Tanager, Tangara veranera	 	
Aves	Passeriformes	Thraupidae	Ramphocelus flammigerus	Flame-rumped Tanager, Tangara lomiflama	 	
Aves	Passeriformes	Thraupidae	Ramphocelus passerinii	Passerini's Tanager, Tangara de passerini		
Aves	Passeriformes	Thraupidae	Tachyphonus delatrii	Tawny-crested Tanager, Tangara crestinaranja	 	
Aves	Passeriformes	Thraupidae	Tachyphonus luctuosus	White-shouldered Tanager, Tangara hombriblanca	 	
Aves	Passeriformes	Thraupidae	Tachyphonus rufus	White-lined Tanager, Tangara filiblanca		
Aves	Passeriformes	Thraupidae	Tangara dowii	Spangle-cheeked Tanager, Tangara carisalpicada	 	
Aves	Passeriformes	Thraupidae	Tangara florida	Emerald Tanager, Tangara esmeralda	 	
Aves	Passeriformes	Thraupidae	Tangara icterocephala	Silver-throated Tanager, Tangara goliplata	 	
Aves	Passeriformes	Thraupidae	Tangara inornata	Plain-colored Tanager, Tangara cenicienta	 	
Aves	Passeriformes	Thraupidae	Tangara larvata	Golden-hooded Tanager, Tangara capuchidorada	 	
Aves	Passeriformes	Thraupidae	Thraupis episcopus	Blue-gray Tanager, Tangara azuleja	 	
Aves	Passeriformes	Thraupidae	Thraupis palmarum	Palm Tanager, Tangara palmera	 	
Aves	Passeriformes	Troglodytidae	Campylorhynchus zonatus	Band-backed Wren, Sotorrey dorsibandeado,	 	
Aves	Passeriformes	Troglodytidae	Cyphorhinus phaeocephalus	Song Wren, Sotorrey canoro	 	
Aves	Passeriformes	Troglodytidae	Henicorhina leucophrys	Gray-breasted Wood-Wren, Sotorrey-selvitico pechigris,	 	
Aves	Passeriformes	Troglodytidae	Henicorhina leucosticta	White-breasted Wood-Wren, Sotorrey-selvetico pechiblanco	 	
Aves	Passeriformes	Troglodytidae	Thryothorus atrogularis	Black-throated Wren, Sotorrey gorguinegro	 	
Aves	Passeriformes	Troglodytidae	Thryothorus modestus	Plain Wren, Sotorrey modesto	 	
Aves	Passeriformes	Troglodytidae	Thryothorus nigricapillus	Bay Wren, Ratona de cabeza negra	 	
Aves	Passeriformes	Troglodytidae	Thryothorus thoracicus	Stripe-breasted Wren, Sotorrey pechirrayado	 	
Aves	Passeriformes	Troglodytidae	Troglodytes aedon	House Wren, Sotorrey comÃºn	 	
Aves	Passeriformes	Turdidae	Catharus fuscescens	Veery, Zorzal rojizo	 	
Aves	Passeriformes	Turdidae	Catharus mexicanus	Black-headed Nightingale-Thrush, Zorzal cabecinegro	 	
Aves	Passeriformes	Turdidae	Catharus minimus	Gray-cheeked Thrush, Zorzal carigris	 	
Aves	Passeriformes	Turdidae	Catharus ustulatus	Swainson's Thrush, Zorzal de swainson	 	
Aves	Passeriformes	Turdidae	Hylocichla mustelina	Wood Thrush, Zorzal del bosque	 	
Aves	Passeriformes	Turdidae	Myadestes melanops	Black-faced Solitaire, Solitario carinegro	 	
