Class	Order	Family	genspec	Common Name	tsn	accepted_tsn
Aves	Passeriformes	Cotingidae	Pachyramphus polychopterus	White-winged becard, Cabezon aliblanco	561794	561794
Aves	Passeriformes	Cotingidae	Procnias tricarunculata	Three-wattled bellbird, Campanero tricarunculado	562474	711492
Aves	Passeriformes	Cotingidae	Querula purpurata	Purple-throated fruitcrow	562670	562670
Aves	Passeriformes	Cotingidae	Tityra semifasciata	Masked tityra, Titira enmascarada	554454	554454
Aves	Passeriformes	Dendrocolaptidae	Campylorhamphus pusillus	Brown-billed scythebill, Picoguadaa piquipardo	559023	559023
Aves	Passeriformes	Dendrocolaptidae	Cymbilaimus lineatus	Fasciated antshrike, batar lineado	559649	559649
Aves	Passeriformes	Dendrocolaptidae	Deconychura longicauda	Long-tailed woodcreeper, Trepatroncos colilargo	559688	559688
Aves	Passeriformes	Dendrocolaptidae	Dendrocincla fuliginosa	Plain-brown woodcreeper, Trepatroncos pardo	559695	559695
Aves	Passeriformes	Dendrocolaptidae	Dendrocincla homochroa	Ruddy woodcreeper, Trepatroncos rojizo	559696	559696
Aves	Passeriformes	Dendrocolaptidae	Dendrocolaptes sanctithomae	Northern barred-woodcreeper, Trepatroncos barreteado norteo	559710	559710
Aves	Passeriformes	Dendrocolaptidae	Lepidocolaptes souleyetii	Streak-headed woodcreeper, Trepatroncos cabecirrayado, Trepatroncos corona rayada	560755	560755
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus erythropygius	Spotted woodcreeper, Trepatroncos manchado	563737	563737
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus lachrymosus	Black-striped woodcreeper, Trepatroncos pinto	563741	563741
Aves	Passeriformes	Dendrocolaptidae	Xiphorhynchus susurrans	Cocoa woodcreeper, Trepatroncos chocolate	563748	563748
Aves	Passeriformes	Emberizidae	Ammodramus savannarum	Grasshopper sparrow, Gorrin saltamontes	179333	179333
Aves	Passeriformes	Emberizidae	Arremon aurantiirostris	Orange-billed sparrow, Gorrin piquinaranja	558748	558748
Aves	Passeriformes	Emberizidae	Arremonops conirostris	Black-striped sparrow, Gorrin negrilistado	558753	558753
Aves	Passeriformes	Emberizidae	Buarremon brunneinucha	Chestnut-capped brush-finch, Matorralero gorricastao	726192	997741
Aves	Passeriformes	Emberizidae	Lysurus crassirostris	Sooty-faced finch, Pinzon carisucio	560905	997751
Aves	Passeriformes	Emberizidae	Melospiza lincolnii	Lincoln's sparrow, Gorrin de lincoln	179484	179484
Aves	Passeriformes	Emberizidae	Oryzoborus angolensis	Lesser seed-finch, Semillero menor	561742	561742
Aves	Passeriformes	Emberizidae	Oryzoborus nuttingi	Nicaraguan seed-finch, Semillero nicaragense	561746	561746
Aves	Passeriformes	Emberizidae	Pezopetes capitalis	Large-footed finch, Pinzon patigrande	561952	561952
Aves	Passeriformes	Emberizidae	Sporophila americana	Variable seedeater, Wing-barred seedeater, Espiguero variable	563073	563073
Aves	Passeriformes	Emberizidae	Sporophila schistacea	Slate-colored seedeater, Espiguero pizarroso, Semillero apizarrado	563099	563099
Aves	Passeriformes	Emberizidae	Sporophila torqueola	White-collared seedeater, Espiguero cuelliblanco, Semillero de collar	179201	179201
Aves	Passeriformes	Emberizidae	Volatinia jacarina	Blue-black grassquit, Semillerito negriazulado, Semillero brincador	563697	563697
Aves	Passeriformes	Formicariidae	Formicarius analis	Black-faced antthrush, Formicario carinegro, Hormiguero-cholino cara negra	560099	560099
Aves	Passeriformes	Formicariidae	Formicarius nigricapillus	Black-headed antthrush, Formicario cabecinegro	560101	560101
Aves	Passeriformes	Formicariidae	Grallaria guatimalensis	Scaled antpitta, Tororoi escamado, Hormiguero-cholino escamoso	560292	560292
Aves	Passeriformes	Formicariidae	Grallaricula flavirostris	Ochre-breasted antpitta, Tororoi ocrceo	560308	560308
Aves	Passeriformes	Formicariidae	Hylopezus dives	Thicket antpitta, Tororoi matorralero	560510	560510
Aves	Passeriformes	Formicariidae	Pittasoma michleri	Black-crowned antpitta, Pittasoma coroninegro	562250	562250
Aves	Passeriformes	Fringillidae	Basileuterus tristriatus	Three-striped warbler, Reinita cabecilistada	558872	558872
Aves	Passeriformes	Fringillidae	Dendroica castanea	Bay-breasted warbler, Reinita pechicasta	178912	950036
Aves	Passeriformes	Fringillidae	Dendroica cerulea	Cerulean warbler, Reinita cerlea, Chipe cerleo	178903	950032
Aves	Passeriformes	Fringillidae	Dendroica coronata	Yellow-rumped warbler, Reinita lomiamarilla, Chipe coronado	178891	950046
Aves	Passeriformes	Fringillidae	Dendroica dominica	Yellow-throated warbler, Reinita gorguiamarilla	178905	950049
Aves	Passeriformes	Fringillidae	Dendroica fusca	Blackburnian warbler, Reinita gorguinaranja, Chipe garganta naranja	178904	950037
Aves	Passeriformes	Fringillidae	Dendroica magnolia	Magnolia warbler, Reinita colifajeada, Chipe de magnolia	178886	950035
Aves	Passeriformes	Fringillidae	Dendroica pensylvanica	Chestnut-sided warbler, Reinita flanquicastaa	178911	950040
Aves	Passeriformes	Fringillidae	Dendroica petechia	Yellow warbler, Reinita amarilla	178878	950039
Aves	Passeriformes	Fringillidae	Dendroica striata	Blackpoll warbler, Reinita estriada	178913	950041
Aves	Passeriformes	Fringillidae	Dendroica tigrina	Cape may warbler, Reinita tigrina, Chipe atigrado	178887	950031
Aves	Passeriformes	Fringillidae	Euphonia anneae	Tawny-capped euphonia, Eufonia gorricanela	560010	560010
Aves	Passeriformes	Fringillidae	Euphonia gouldi	Olive-backed euphonia, Eufonia dorsioliva	560020	560020
Aves	Passeriformes	Fringillidae	Euphonia luteicapilla	Yellow-crowned euphonia, Eufonia coroniamarilla	560025	560025
Aves	Passeriformes	Fringillidae	Euphonia minuta	White-vented euphonia, Eufonia ventriblanca	560027	560027
Aves	Passeriformes	Fringillidae	Icterus dominicensis	Black-cowled oriole, Cacique amarillo,	179087	179087
Aves	Passeriformes	Furnariidae	Automolus ochrolaemus	Buff-throated foliage-gleaner, Hojarasquero gorguiplido	558835	558835
Aves	Passeriformes	Furnariidae	Cranioleuca erythrops	Red-faced spinetail, Colaespina carirroja	559564	559564
Aves	Passeriformes	Furnariidae	Glyphorynchus spirurus	Wedge-billed woodcreeper	560270	560270
Aves	Passeriformes	Furnariidae	Hyloctistes subulatus	Striped woodhaunter, Eastern woodhaunter, Trepamusgo listado	560508	560508
Aves	Passeriformes	Furnariidae	Philydor rufum	Buff-fronted foliage-gleaner, Hojarasquero anteado	711571	711571
Aves	Passeriformes	Furnariidae	Premnoplex brunnescens	Spotted barbtail, Subepalo moteado	562428	562428
Aves	Passeriformes	Furnariidae	Pseudocolaptes lawrencii	Buffy tuftedcheek, Trepamusgo serranero	562527	562527
Aves	Passeriformes	Furnariidae	Sclerurus guatemalensis	Scaly-throated leaftosser, Tirahojas gorguiescamoso, Hojarasquero oscuro	562866	562866
Aves	Passeriformes	Furnariidae	Sclerurus mexicanus	Tawny-throated leaftosser, Tirahojas gorguicastao, Hojarasquero pecho rufo	562867	562867
Aves	Passeriformes	Furnariidae	Synallaxis brachyura	Slaty spinetail, Colaespina plomiza	563222	563222
Aves	Passeriformes	Furnariidae	Thripadectes rufobrunneus	Streak-breasted treehunter, Trepamusgo pechirrayado	563434	563434
Aves	Passeriformes	Furnariidae	Xenops minutus	Plain xenops, Xenops bayo, Picolezna liso	563719	563719
Aves	Passeriformes	Hirundinidae	Hirundo rustica	Barn swallow, Golondrina tijereta	178448	178448
Aves	Passeriformes	Hirundinidae	Petrochelidon pyrrhonota	Cliff swallow, Golondrina risquera	178455	178455
Aves	Passeriformes	Hirundinidae	Progne chalybea	Gray-breasted martin, Martin pechigris, Golondrina acerada	178468	178468
Aves	Passeriformes	Hirundinidae	Progne subis	Purple martin, martin purpreogolondrina	178464	178464
Aves	Passeriformes	Hirundinidae	Progne tapera	Brown-chested martin, Martin pechipardogolondrina	554392	554392
Aves	Passeriformes	Hirundinidae	Stelgidopteryx ruficollis	Southern rough-winged Swallow, Golondrina alirrasposa surea	178440	178440
Aves	Passeriformes	Hirundinidae	Stelgidopteryx serripennis	Northern rough-winged Swallow, Golondrina alirrasposa nortea	178443	178443
Aves	Passeriformes	Hirundinidae	Tachycineta albilinea	Mangrove Swallow, Golondrina manglera	563261	563261
Aves	Passeriformes	Hirundinidae	Tachycineta bicolor	Tree swallow, Golondrina bicolor	178431	178431
Aves	Passeriformes	Icteridae	Amblycercus holosericeus	Yellow-billed Cacique, Cacique piquiamarillo, Cacique pico claro	558543	558543
Aves	Passeriformes	Icteridae	Cacicus uropygialis	Scarlet-rumped cacique, Cacique lomiescarlata	558971	558971
Aves	Passeriformes	Icteridae	Dolichonyx oryzivorus	Bobolink, Tordo arrocero	179032	179032
Aves	Passeriformes	Icteridae	Icterus galbula	Baltimore Oriole, Northern Oriole, Bolsero de baltimore	179083	179083
Aves	Passeriformes	Icteridae	Icterus mesomelas	Yellow-tailed oriole, Bolsero coliamarillo	560577	560577
Aves	Passeriformes	Icteridae	Icterus prosthemelas	Black-cowled oriole, Bolsero capuchinegro	726190	726190
Aves	Passeriformes	Icteridae	Icterus spurius	Orchard oriole, Bolsero castao	179064	179064
Aves	Passeriformes	Icteridae	Molothrus aeneus	Bronzed cowbird, Vaquero ojirrojo, Tordo ojo rojo	179116	179116
Aves	Passeriformes	Icteridae	Molothrus oryzivorus	Giant cowbird, Vaquero gigante	729212	729212
Aves	Passeriformes	Icteridae	Psarocolius montezuma	Montezuma Oropendola, Oropndola de montezuma	726204	726204
Aves	Passeriformes	Icteridae	Psarocolius wagleri	Chestnut-headed Oropendola, Oropendola cabecicastaa	562513	562513
Aves	Passeriformes	Icteridae	Quiscalus mexicanus	Great-tailed grackle, Negro coligrande	179109	179109
Aves	Passeriformes	Icteridae	Sturnella militaris	Red-breasted blackbird, Pastorero pechirrojo	563161	563161
Aves	Passeriformes	Mimidae	Dumetella carolinensis	Gray catbird, Mimido gris, Maullador gris	178625	178625
Aves	Passeriformes	Parulidae	Geothlypis semiflava	Olive-crowned yellowthroat, Antefacito coronioliva	560245	560245
Aves	Passeriformes	Parulidae	Geothlypis trichas	Common yellowthroat, Antefacito comn, Mascarita comÃºn	178944	178944
Aves	Passeriformes	Parulidae	Helmitheros vermivorum	Worm-eating warbler, Reinita gusanera	726195	726195
Aves	Passeriformes	Parulidae	Icteria virens	Yellow-breasted chat, Reinita piquigruesa	178964	178964
Aves	Passeriformes	Parulidae	Mniotilta varia	Black-and-white warbler, Reinita trepadora	178844	178844
Aves	Passeriformes	Parulidae	Myioborus torquatus	Collared redstart, Candelita collareja	561324	561324
Aves	Passeriformes	Parulidae	Oporornis agilis	Connecticut warbler, Reinita ojianillada	178938	178938
Aves	Passeriformes	Parulidae	Oporornis formosus	Kentucky Warbler, Reinita cachetinegra	178937	950025
Aves	Passeriformes	Parulidae	Oporornis philadelphia	Mourning warbler, Reinita enlutada, Chipe enlutado	178939	950024
Aves	Passeriformes	Parulidae	Protonotaria citrea	Prothonotary warbler, Reinita protonotaria, Chipe dorado	178846	178846
Aves	Passeriformes	Parulidae	Seiurus aurocapillus	Ovenbird, Reinita hornera	178927	726205
Aves	Passeriformes	Parulidae	Seiurus motacilla	Louisiana waterthrush, Reinita-acutica piquigrande	178935	950009
Aves	Passeriformes	Parulidae	Seiurus noveboracensis	Northern waterthrush, Reinita-acutica norteÃ±a	178931	950010
Aves	Passeriformes	Parulidae	Setophaga ruticilla	American redstart, Candelita nortea	178979	178979
Aves	Passeriformes	Parulidae	Vermivora chrysoptera	Golden-winged warbler, Reinita alidorada	178852	178852
Aves	Passeriformes	Parulidae	Vermivora peregrina	Tennessee warbler, Reinita verdilla, Chipe peregrino	178855	950014
Aves	Passeriformes	Parulidae	Vermivora pinus	Blue-winged warbler, Reinita aliazul	178853	950045
Aves	Passeriformes	Parulidae	Wilsonia canadensis	Canada warbler, Reinita collareja	178977	950079
Aves	Passeriformes	Parulidae	Wilsonia citrina	Hooded warbler, Reinita encapuchada	178972	950029
Aves	Passeriformes	Passeridae	Passer domesticus	House Sparrow, Gorrin domestico	179628	179628
Aves	Passeriformes	Pipridae	Corapipo altera	White-ruffed Manakin, Saltarn gorguiblanco	559481	559481
Aves	Passeriformes	Pipridae	Manacus aurantiacus	Orange-collared manakin, Saltarin cuellinaranja	560981	560981
Aves	Passeriformes	Pipridae	Manacus candei	White-collared Manakin, Saltarin cuelliblanco	560982	560982
Aves	Passeriformes	Pipridae	Manacus vitellinus	Golden-collared Manakin, SaltarÃ­n cuellidorado	560984	560984
Aves	Passeriformes	Pipridae	Pipra mentalis	Red-capped Manakin, Saltarin cabecirrojo	562185	562185
Aves	Passeriformes	Pipridae	Schiffornis turdina	Thrush-like schiffornis Schiffornis comÃºn	711487	711487
Aves	Passeriformes	Polioptilidae	Microbates cinereiventris	Tawny-faced Gnatwren	561104	561104
Aves	Passeriformes	Polioptilidae	Polioptila plumbea	Tropical Gnatcatcher, Perlita tropical	562379	562379
Aves	Passeriformes	Polioptilidae	Ramphocaenus melanurus	Long-billed Gnatwren, Soterillo piquilargo	562678	562678
Aves	Passeriformes	Thamnophilidae	Cercomacra tyrannina	Dusky Antbird, Hormiguero negruzco	559118	559118
Aves	Passeriformes	Thamnophilidae	Dysithamnus mentalis	Plain Antvireo, Batarito cabecigris, Hormiguero sencillo	559838	559838
Aves	Passeriformes	Thamnophilidae	Dysithamnus puncticeps	Spot-crowned Antvireo, Batarito coronipunteado	559841	559841
Aves	Passeriformes	Thamnophilidae	Gymnocichla nudiceps	Bare-crowned Antbird, Hormiguero calvo	560328	560328
Aves	Passeriformes	Thamnophilidae	Gymnopithys leucaspis	Bicolored Antbird, Hormiguero bicolor	560334	560334
Aves	Passeriformes	Thamnophilidae	Hylophylax naevioides	Spotted Antbird, Hormiguero collarejo	560532	560532
Aves	Passeriformes	Thamnophilidae	Microrhopias quixensis	Dot-winged Antwren, Hormiguerito alipunteado	561118	561118
Aves	Passeriformes	Thamnophilidae	Myrmeciza exsul	Chestnut-backed Antbird, Hormiguero dorsicastao	561369	561369
Aves	Passeriformes	Thamnophilidae	Myrmeciza immaculata	Immaculate Antbird, Hormiguero inmaculado	561376	561376
Aves	Passeriformes	Thamnophilidae	Myrmotherula axillaris	White-flanked Antwren, Hormiguerito flanquiblanco	561403	561403
Aves	Passeriformes	Thamnophilidae	Myrmotherula fulviventris	Checker-throated Antwren, Hormiguerito leonado	561409	915989
Aves	Passeriformes	Thamnophilidae	Myrmotherula pacifica	Pacific Antwren, Hormiguerito del pacfico	726103	726103
Aves	Passeriformes	Thamnophilidae	Myrmotherula schisticolor	Slaty Antwren, Hormiguerito pizarroso	561425	561425
Aves	Passeriformes	Thamnophilidae	Phaenostictus mcleannani	Ocellated Antbird, Hormiguero ocelado	561962	561962
Aves	Passeriformes	Thamnophilidae	Taraba major	Great Antshrike, Batar mayor	563327	563327
Aves	Passeriformes	Thamnophilidae	Thamnophilus atrinucha	Western slaty-Antshrike, Western slaty-Antshrike, Batar pizarroso occidental	563392	563392
Aves	Passeriformes	Thraupidae	Chlorophanes spiza	Green Honeycreeper, Mielero verde	559214	559214
Aves	Passeriformes	Thraupidae	Chlorospingus ophthalmicus	Common bush-Tanager, Chinchinero comun	559237	998123
Aves	Passeriformes	Thraupidae	Chlorothraupis carmioli	Olive tanager, Tangara oliva	559242	559242
Aves	Passeriformes	Thraupidae	Cyanerpes lucidus	Shining Honeycreeper, Mielero luciente	559609	559609
Aves	Passeriformes	Thraupidae	Dacnis cayana	Blue Dacnis, Dacnis azul	559677	559677
Aves	Passeriformes	Thraupidae	Habia fuscicauda	Red-throated Ant-Tanager, Tangara-hormiguera gorguirroja	560346	560346
Aves	Passeriformes	Thraupidae	Heterospingus rubrifrons	Sulphur-rumped Tanager, Tangara lomiazufrada	560438	560438
Aves	Passeriformes	Thraupidae	Mitrospingus cassinii	Dusky-faced Tanager, Tangara carinegruzca	561168	561168
Aves	Passeriformes	Thraupidae	Piranga olivacea	Scarlet tanager, Tangara escarlata	179883	179883
Aves	Passeriformes	Thraupidae	Piranga rubra	Summer Tanager, Tangara veranera	179888	179888
Aves	Passeriformes	Thraupidae	Ramphocelus flammigerus	Flame-rumped Tanager, Tangara lomiflama	562683	562683
Aves	Passeriformes	Thraupidae	Ramphocelus passerinii	Passerini's Tanager, Tangara de passerini	562686	562686
Aves	Passeriformes	Thraupidae	Tachyphonus delatrii	Tawny-crested Tanager, Tangara crestinaranja	563269	563269
Aves	Passeriformes	Thraupidae	Tachyphonus luctuosus	White-shouldered Tanager, Tangara hombriblanca	563270	563270
Aves	Passeriformes	Thraupidae	Tachyphonus rufus	White-lined Tanager, Tangara filiblanca	563273	563273
Aves	Passeriformes	Thraupidae	Tangara dowii	Spangle-cheeked Tanager, Tangara carisalpicada	563292	563292
Aves	Passeriformes	Thraupidae	Tangara florida	Emerald Tanager, Tangara esmeralda	563294	563294
Aves	Passeriformes	Thraupidae	Tangara icterocephala	Silver-throated Tanager, Tangara goliplata	563299	563299
Aves	Passeriformes	Thraupidae	Tangara inornata	Plain-colored Tanager, Tangara cenicienta	563300	563300
Aves	Passeriformes	Thraupidae	Tangara larvata	Golden-hooded Tanager, Tangara capuchidorada	563303	563303
Aves	Passeriformes	Thraupidae	Thraupis episcopus	Blue-gray Tanager, Tangara azuleja	563425	563425
Aves	Passeriformes	Thraupidae	Thraupis palmarum	Palm Tanager, Tangara palmera	563428	563428
Aves	Passeriformes	Troglodytidae	Campylorhynchus zonatus	Band-backed Wren, Sotorrey dorsibandeado,	559036	559036
Aves	Passeriformes	Troglodytidae	Cyphorhinus phaeocephalus	Song Wren, Sotorrey canoro	559672	559672
Aves	Passeriformes	Troglodytidae	Henicorhina leucophrys	Gray-breasted Wood-Wren, Sotorrey-selvitico pechigris,	560405	560405
Aves	Passeriformes	Troglodytidae	Henicorhina leucosticta	White-breasted Wood-Wren, Sotorrey-selvetico pechiblanco	560407	560407
Aves	Passeriformes	Troglodytidae	Thryothorus atrogularis	Black-throated Wren, Sotorrey gorguinegro	563443	915944
Aves	Passeriformes	Troglodytidae	Thryothorus modestus	Plain Wren, Sotorrey modesto	563456	915960
Aves	Passeriformes	Troglodytidae	Thryothorus nigricapillus	Bay Wren, Ratona de cabeza negra	563459	915966
Aves	Passeriformes	Troglodytidae	Thryothorus thoracicus	Stripe-breasted Wren, Sotorrey pechirrayado	563468	915967
Aves	Passeriformes	Troglodytidae	Troglodytes aedon	House Wren, Sotorrey comÃºn	178541	178541
Aves	Passeriformes	Turdidae	Catharus fuscescens	Veery, Zorzal rojizo	179796	179796
Aves	Passeriformes	Turdidae	Catharus mexicanus	Black-headed Nightingale-Thrush, Zorzal cabecinegro	559101	559101
Aves	Passeriformes	Turdidae	Catharus minimus	Gray-cheeked Thrush, Zorzal carigris	179793	179793
Aves	Passeriformes	Turdidae	Catharus ustulatus	Swainson's Thrush, Zorzal de swainson	179788	179788
Aves	Passeriformes	Turdidae	Hylocichla mustelina	Wood Thrush, Zorzal del bosque	179777	179777
Aves	Passeriformes	Turdidae	Myadestes melanops	Black-faced Solitaire, Solitario carinegro	561271	561271
Aves	Passeriformes	Turdidae	Turdus assimilis	White-throated Thrush, White-throated Robin, Mirlo gorguiblanco	563566	563566
Aves	Passeriformes	Turdidae	Turdus grayi	Clay-colored Thrush, Clay-colored Robin, Mirlo pardo	179768	179768
Aves	Passeriformes	Turdidae	Turdus obsoletus	Pale-vented Thrush, Mirlo ventriplido	563598	563598
Aves	Passeriformes	Turdidae	Turdus plebejus	Mountain Thrush, Mountain Robin, Mirlo montaero	563605	563605
Aves	Passeriformes	Tyrannidae	Attila spadiceus	Bright-rumped Attila, Atila lomiamarilla	558829	558829
Aves	Passeriformes	Tyrannidae	Capsiempis flaveola	Yellow Tyrannulet, Mosquerito amarillo	559037	559037
Aves	Passeriformes	Tyrannidae	Colonia colonus	Long-tailed Tyrant, Tirano colilargo	NA	NA
